#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1739387954833,0.0010652645,0.0,-0.0010652645,-0.142455,9.560047,0.35194764
1739387954839,0.0010652645,-0.0010652645,0.0,-0.1352724,9.557653,0.32920274
1739387954843,0.0,-0.0010652645,0.0010652645,-0.1352724,9.557653,0.32920274
1739387954848,0.0010652645,0.0,0.0010652645,-0.130484,9.555259,0.35434186
1739387954849,0.0010652645,0.0,0.0010652645,-0.130484,9.555259,0.35434186
1739387954855,0.0,0.0010652645,0.0010652645,-0.1412579,9.522937,0.34237084
1739387954861,0.0010652645,-0.0010652645,0.0010652645,-0.15562311,9.591172,0.34476504
1739387954863,0.0010652645,0.0,-0.0010652645,-0.14844051,9.568427,0.36152446
1739387954869,0.0010652645,0.0010652645,-0.002130529,-0.14844051,9.568427,0.36152446
1739387954874,0.002130529,0.0010652645,0.0,-0.130484,9.563639,0.36631286
1739387954880,0.0010652645,0.0,0.0,-0.1316811,9.580399,0.35314476
1739387954883,0.0,0.0,-0.002130529,-0.1412579,9.534908,0.35553896
1739387954889,0.0,0.0010652645,-0.002130529,-0.12928689,9.578004,0.35553896
1739387954894,0.0010652645,0.0010652645,0.0,-0.1328782,9.555259,0.36750996
1739387954899,0.002130529,0.0010652645,-0.0010652645,-0.142455,9.532514,0.36511576
1739387954902,0.002130529,0.0010652645,-0.0010652645,-0.142455,9.532514,0.36511576
1739387954909,0.0010652645,0.0,-0.0010652645,-0.1340753,9.563639,0.36272156
1739387954914,0.0,0.0010652645,-0.002130529,-0.12330139,9.579201,0.36990416
1739387954916,0.0,0.0010652645,-0.002130529,-0.12330139,9.579201,0.36990416
1739387954919,0.002130529,0.0010652645,-0.002130529,-0.1412579,9.587581,0.34476504
1739387954925,0.0010652645,0.0,-0.002130529,-0.1436521,9.57561,0.32920274
1739387954930,0.0010652645,0.0,0.0,-0.1448492,9.606734,0.32441434
1739387954933,0.0010652645,0.0010652645,-0.002130529,-0.1448492,9.601946,0.33399114
1739387954937,0.0,0.002130529,0.0,-0.1388637,9.569624,0.33877954
1739387954943,0.0,0.0010652645,0.0010652645,-0.1388637,9.5732155,0.32561144
1739387954948,0.0,0.0,0.0,-0.142455,9.579201,0.33638534
1739387954954,0.0010652645,-0.0010652645,-0.002130529,-0.16639702,9.54209,0.34356794
1739387954960,0.0010652645,-0.0010652645,-0.0010652645,-0.15203181,9.562442,0.34117374
1739387954964,0.0010652645,-0.0010652645,-0.0010652645,-0.1412579,9.564836,0.35553896
